,ABIERTA 1,ABIERTA_LIMPIADA,ABIERTA_LIMPIADA_TEXT,sentimiento,polaridad,subjetividad,categoria_sentimiento,cluster
187,"Todas las Actividades mejoran la salud
","['todas', 'actividades', 'mejoran', 'salud']",todas actividades mejoran salud,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
188,Beneficio de Salud,"['beneficio', 'salud']",beneficio salud,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
189,"Muchas actividades, ejercicios, recreaciones y beneficios","['muchas', 'actividades', 'ejercicios', 'recreaciones', 'beneficios']",muchas actividades ejercicios recreaciones beneficios,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
190,LLevo poco tiempo y me gustan las actividades,"['llevo', 'tiempo', 'gustan', 'actividades']",llevo tiempo gustan actividades,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
191,Que aprendi a resolver mis problemas,"['aprendi', 'resolver', 'problemas']",aprendi resolver problemas,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
192,,[],,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
193,Buena iniciativa para nosotros,"['buena', 'iniciativa']",buena iniciativa,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
194,Lo instruyen aprendio bastante,"['instruyen', 'aprendio', 'bastante']",instruyen aprendio bastante,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
195,Nos explicaron sobre los cuidados de la salud y regalonearon con dulces,"['explicaron', 'cuidados', 'salud', 'regalonearon', 'dulces']",explicaron cuidados salud regalonearon dulces,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
196,Excelente,['excelente'],excelente,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
197,Para mi fue un encuentro para darnos mas autoestima personal. Excelente,"['encuentro', 'darnos', 'autoestima', 'personal', 'excelente']",encuentro darnos autoestima personal excelente,"Sentiment(polarity=0.0, subjectivity=0.3)",0,0.3,Neutro,1
198,Para mi fue muy lindo porque los entregaron mucho conocimiento Gracias,"['lindo', 'entregaron', 'conocimiento', 'gracias']",lindo entregaron conocimiento gracias,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
199,Excelente ,['excelente'],excelente,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
200,"Actividad social, apoyarnos en lo legal, salud, actividad recreativas","['actividad', 'social', 'apoyarnos', 'legal', 'salud', 'actividad', 'recreativas']",actividad social apoyarnos legal salud actividad recreativas,"Sentiment(polarity=0.11666666666666667, subjectivity=0.13333333333333333)",0.1166666667,0.1333333333,Positivo,0
201,Estuvo muy bien las actividades felicitaciones a Santo Tomas y sus estudiantes,"['bien', 'actividades', 'felicitaciones', 'estudiantes']",bien actividades felicitaciones estudiantes,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
202,Me gusto todas las actividades que yo participe,"['gusto', 'todas', 'actividades', 'participe']",gusto todas actividades participe,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
203,"Aprendi mas sobre mi cuidado alimenticio conoci mas gente (social) y beneficios, me gusto actividad fisica","['aprendi', 'cuidado', 'alimenticio', 'conoci', 'gente', 'social', 'beneficios', 'gusto', 'actividad', 'fisica']",aprendi cuidado alimenticio conoci gente social beneficios gusto actividad fisica,"Sentiment(polarity=0.03333333333333333, subjectivity=0.06666666666666667)",0.03333333333,0.06666666667,Positivo,0
204,Aprender cosas nuevas a mi beneficio y compañeras de comunidad,"['aprender', 'nuevas', 'beneficio', 'compañeras', 'comunidad']",aprender nuevas beneficio compañeras comunidad,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
205,Como adulto mayor nos beneficia y nos mejora la calidad de vida,"['adulto', 'mayor', 'beneficia', 'mejora', 'calidad', 'vida']",adulto mayor beneficia mejora calidad vida,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
206,Tener mejor calidad de vida,"['tener', 'mejor', 'calidad', 'vida']",tener mejor calidad vida,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
207,Nos hablan como cuidar nuestra salud,"['hablan', 'cuidar', 'salud']",hablan cuidar salud,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
208,Como cuidar mi salud,"['cuidar', 'salud']",cuidar salud,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
209, a sido de mucha ayuda,"['sido', 'mucha', 'ayuda']",sido mucha ayuda,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
210,Beneficio de participar en actividad,"['beneficio', 'participar', 'actividad']",beneficio participar actividad,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
211,El principal aporte fueron las actividades físicas y sentirse acogida por los alumnos,"['principal', 'aporte', 'actividades', 'físicas', 'sentirse', 'acogida', 'alumnos']",principal aporte actividades físicas sentirse acogida alumnos,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
212,"Socializar, salir de su casa, hacer ejercicios","['socializar', 'salir', 'casa', 'hacer', 'ejercicios']",socializar salir casa hacer ejercicios,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
213,"Desenvolverse en la comunidad, ser yo misma y no tener miedo","['desenvolverse', 'comunidad', 'ser', 'misma', 'tener', 'miedo']",desenvolverse comunidad ser misma tener miedo,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
214,Aporte de conocimientos,"['aporte', 'conocimientos']",aporte conocimientos,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
215,Salir de casa,"['salir', 'casa']",salir casa,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
216,"Los ejercicios, charla, personas con TEA","['ejercicios', 'charla', 'personas', 'tea']",ejercicios charla personas tea,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
217,La compañía. La enseñanza física,"['compañía', 'enseñanza', 'física']",compañía enseñanza física,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
218,"Actividad física y conocimientos, computador. Agradecida de salir a recrearse, moverse.","['actividad', 'física', 'conocimientos', 'computador', 'agradecida', 'salir', 'recrearse', 'moverse']",actividad física conocimientos computador agradecida salir recrearse moverse,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
219,"Me aportó en las actividades físicas, me aportó conocimientos","['aportó', 'actividades', 'físicas', 'aportó', 'conocimientos']",aportó actividades físicas aportó conocimientos,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
220,Que aprense bastante y sale de lo común,"['aprense', 'bastante', 'sale', 'común']",aprense bastante sale común,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
221,"Más seguridad, empatía y socializar","['seguridad', 'empatía', 'socializar']",seguridad empatía socializar,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
222,"Sociabilizar con gente joven y de su misma edad, aprender del otro","['sociabilizar', 'gente', 'joven', 'misma', 'edad', 'aprender']",sociabilizar gente joven misma edad aprender,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
223,Socializar con más personas,"['socializar', 'personas']",socializar personas,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
224,"Aportaron más conocimiento, sentirse más valorado como persona","['aportaron', 'conocimiento', 'sentirse', 'valorado', 'persona']",aportaron conocimiento sentirse valorado persona,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
225,Ser valorada,"['ser', 'valorada']",ser valorada,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
226,Que aprendió de muchas cosas,"['aprendió', 'muchas']",aprendió muchas,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
227,Me sirvieron para aprender varias cosas,"['sirvieron', 'aprender', 'varias']",sirvieron aprender varias,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
228,Gracias a estos talleres aprendimos más sobre diversos temas y compartimos nuestras experiencia con los jovenes,"['gracias', 'talleres', 'aprendimos', 'diversos', 'temas', 'compartimos', 'experiencia', 'jovenes']",gracias talleres aprendimos diversos temas compartimos experiencia jovenes,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
229,Excelentes talleres para aprender,"['excelentes', 'talleres', 'aprender']",excelentes talleres aprender,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
230,Compartir con personas y aprender de ellas en los diversos talleres,"['compartir', 'personas', 'aprender', 'diversos', 'talleres']",compartir personas aprender diversos talleres,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
231,Participar activamente en los diversos talleres,"['participar', 'activamente', 'diversos', 'talleres']",participar activamente diversos talleres,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
232,Aprender más sobre valores asignados y la tecnología de los teléfonos celulares,"['aprender', 'valores', 'asignados', 'tecnología', 'teléfonos', 'celulares']",aprender valores asignados tecnología teléfonos celulares,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
233,Aprender y enseñar los jovenes sobre agricultura y las plantas en su sembrado. Compartir experiencias con estudiantes,"['aprender', 'enseñar', 'jovenes', 'agricultura', 'plantas', 'sembrado', 'compartir', 'experiencias', 'estudiantes']",aprender enseñar jovenes agricultura plantas sembrado compartir experiencias estudiantes,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
234,Mejorar salud y aprender sobre alimentación y tecnología,"['mejorar', 'salud', 'aprender', 'alimentación', 'tecnología']",mejorar salud aprender alimentación tecnología,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
235,Sentirme bien y feliz al compartir con mi grupo y los jovenes. Aprender de huerto y tecnologías como también de alimentación sana,"['sentirme', 'bien', 'feliz', 'compartir', 'grupo', 'jovenes', 'aprender', 'huerto', 'tecnologías', 'alimentación', 'sana']",sentirme bien feliz compartir grupo jovenes aprender huerto tecnologías alimentación sana,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
236,Compartir con los estudiantes mis experiencias,"['compartir', 'estudiantes', 'experiencias']",compartir estudiantes experiencias,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
237,Agradecer todos los talleres ofrecidos para nuestro club los cuales son motivos de aprendizaje,"['agradecer', 'talleres', 'ofrecidos', 'club', 'cuales', 'motivos', 'aprendizaje']",agradecer talleres ofrecidos club cuales motivos aprendizaje,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
238,Aprender uso de tecnología y diversas formas en las cuales probemos usar nuestro tiempo,"['aprender', 'uso', 'tecnología', 'diversas', 'formas', 'cuales', 'probemos', 'usar', 'tiempo']",aprender uso tecnología diversas formas cuales probemos usar tiempo,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
239,Los talleres y las actividades han generado una excelente instancia de aprendizaje así los esperamos el próximo año,"['talleres', 'actividades', 'generado', 'excelente', 'instancia', 'aprendizaje', 'así', 'esperamos', 'próximo', 'año']",talleres actividades generado excelente instancia aprendizaje así esperamos próximo año,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
240,Aprender sobre tecnología y uso de celular,"['aprender', 'tecnología', 'uso', 'celular']",aprender tecnología uso celular,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
241,Poder aprender sobre el uso del celular. Compartir con alumnos de Santo Tomás,"['poder', 'aprender', 'uso', 'celular', 'compartir', 'alumnos', 'tomás']",poder aprender uso celular compartir alumnos tomás,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
242,Sentir la preocupación de los jóvenes en cada encuentro,"['sentir', 'preocupación', 'jóvenes', 'cada', 'encuentro']",sentir preocupación jóvenes cada encuentro,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
243,Aprender a utilizar aplicaciones en celular,"['aprender', 'utilizar', 'aplicaciones', 'celular']",aprender utilizar aplicaciones celular,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
244,Agradezco la paciencia y dedicación para enseñar de los profesores y estudiantes,"['agradezco', 'paciencia', 'dedicación', 'enseñar', 'profesores', 'estudiantes']",agradezco paciencia dedicación enseñar profesores estudiantes,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
245,Tener actividades de recreación que permitieron alegrarnos,"['tener', 'actividades', 'recreación', 'permitieron', 'alegrarnos']",tener actividades recreación permitieron alegrarnos,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
246,Comprender que somos capaces de varias cosas,"['comprender', 'capaces', 'varias']",comprender capaces varias,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
247,Aprender en los talleres sobre todo de tecnología,"['aprender', 'talleres', 'tecnología']",aprender talleres tecnología,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
248,La compañía y los talleres generan bienestar en nuestra vida y nos enseñan a como seguir adelante,"['compañía', 'talleres', 'generan', 'bienestar', 'vida', 'enseñan', 'seguir', 'adelante']",compañía talleres generan bienestar vida enseñan seguir adelante,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
249,Compartir con estudiantes y docentes en los distintos talleres,"['compartir', 'estudiantes', 'docentes', 'distintos', 'talleres']",compartir estudiantes docentes distintos talleres,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
250,Compartir con gente joven me hace bien,"['compartir', 'gente', 'joven', 'hace', 'bien']",compartir gente joven hace bien,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
251,Sentir que podemos aprender cosas con apoyo y paciencia,"['sentir', 'podemos', 'aprender', 'apoyo', 'paciencia']",sentir podemos aprender apoyo paciencia,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
252,"Fue agradable sentirse acogido por profesores y estudiantes en el taller, aprendí mucho de cocina y cuando nos visitaron","['agradable', 'sentirse', 'acogido', 'profesores', 'estudiantes', 'taller', 'aprendí', 'cocina', 'visitaron']",agradable sentirse acogido profesores estudiantes taller aprendí cocina visitaron,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
253,"Tener una vejez nos activa, gracias a las actividades realizadas por Santo Tomás","['tener', 'vejez', 'activa', 'gracias', 'actividades', 'realizadas', 'tomás']",tener vejez activa gracias actividades realizadas tomás,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
254,Se aporte y acompañamiento futuro,"['aporte', 'acompañamiento', 'futuro']",aporte acompañamiento futuro,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
255,El principal aporte fue aprender diversas habilidades del uso de la tecnología como también aprendizaje en otros talleres,"['principal', 'aporte', 'aprender', 'diversas', 'habilidades', 'uso', 'tecnología', 'aprendizaje', 'talleres']",principal aporte aprender diversas habilidades uso tecnología aprendizaje talleres,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
256,Fue muy gratificante lo entregado en todos los talleres que entregaron al club,"['gratificante', 'entregado', 'talleres', 'entregaron', 'club']",gratificante entregado talleres entregaron club,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
257,Aprender las diversas tecnologías como cada una de las cosas que se pueden hacer en el teléfono,"['aprender', 'diversas', 'tecnologías', 'cada', 'pueden', 'hacer', 'teléfono']",aprender diversas tecnologías cada pueden hacer teléfono,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
258,Contar con el apoyo de jovenes y profesores para entregarnos el aprendizaje en los talleres,"['contar', 'apoyo', 'jovenes', 'profesores', 'entregarnos', 'aprendizaje', 'talleres']",contar apoyo jovenes profesores entregarnos aprendizaje talleres,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
259,El principal aporte fue compartir con los estudiantes y profesores y aprender de ellos,"['principal', 'aporte', 'compartir', 'estudiantes', 'profesores', 'aprender']",principal aporte compartir estudiantes profesores aprender,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
260,Mayor conocimiento del manejo de la tecnología,"['mayor', 'conocimiento', 'manejo', 'tecnología']",mayor conocimiento manejo tecnología,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
261,El taller de mascostas me ayuda a conocer más sobre los cuidados de los animales que tengo en la casa y el de uso de teléfono a usar la tecnología,"['taller', 'mascostas', 'ayuda', 'conocer', 'cuidados', 'animales', 'casa', 'uso', 'teléfono', 'usar', 'tecnología']",taller mascostas ayuda conocer cuidados animales casa uso teléfono usar tecnología,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
262,Los talleres aportaron al conocimiento en cosas que no conocía,"['talleres', 'aportaron', 'conocimiento', 'conocía']",talleres aportaron conocimiento conocía,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
263,Agradezco los talleres porque me enseñaron a poder aprender nuevas recetas salduables y a tener más conocimientos sobre la tecnología,"['agradezco', 'talleres', 'enseñaron', 'poder', 'aprender', 'nuevas', 'recetas', 'salduables', 'tener', 'conocimientos', 'tecnología']",agradezco talleres enseñaron poder aprender nuevas recetas salduables tener conocimientos tecnología,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
264,S/I,['si'],si,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
265,S/I,['si'],si,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
266,S/I,['si'],si,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
267,Poder aprender en los talleres realizados lo que nos facilita realizar distintas actividades en el hogar,"['poder', 'aprender', 'talleres', 'realizados', 'facilita', 'realizar', 'distintas', 'actividades', 'hogar']",poder aprender talleres realizados facilita realizar distintas actividades hogar,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
268,Aprender de los avances de la tecnología y las diversas maneras de ocupar nuestro tiempo,"['aprender', 'avances', 'tecnología', 'diversas', 'maneras', 'ocupar', 'tiempo']",aprender avances tecnología diversas maneras ocupar tiempo,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
269,S/I,['si'],si,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
270,S/I,['si'],si,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
271,S/I,['si'],si,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
272,S/I,['si'],si,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
273,S/I,['si'],si,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
274,Nos enseñaron diversas formas de ocupar nuestro tiempo en el hogar y de comunicarnos a través del teléfono hasta como cocinar sanamente,"['enseñaron', 'diversas', 'formas', 'ocupar', 'tiempo', 'hogar', 'comunicarnos', 'través', 'teléfono', 'cocinar', 'sanamente']",enseñaron diversas formas ocupar tiempo hogar comunicarnos través teléfono cocinar sanamente,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
275,Gracias a los talleres aprendí bastante sobre gastronomía y uso de tecnología gracias a los profesores y estudiantes,"['gracias', 'talleres', 'aprendí', 'bastante', 'gastronomía', 'uso', 'tecnología', 'gracias', 'profesores', 'estudiantes']",gracias talleres aprendí bastante gastronomía uso tecnología gracias profesores estudiantes,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
276,El beneficio de aprender nuevas recetas con aportes de los profesores y estudiantes,"['beneficio', 'aprender', 'nuevas', 'recetas', 'aportes', 'profesores', 'estudiantes']",beneficio aprender nuevas recetas aportes profesores estudiantes,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
277,Nos han aportado con su conocimiento en las distintas materias de talleres entregando herramientas para vivir nuestra vejez,"['aportado', 'conocimiento', 'distintas', 'materias', 'talleres', 'entregando', 'herramientas', 'vivir', 'vejez']",aportado conocimiento distintas materias talleres entregando herramientas vivir vejez,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
278,Mucha atención de los alumnos y profesores para que nosotras aprendieramos. Muy buena compañía,"['mucha', 'atención', 'alumnos', 'profesores', 'aprendieramos', 'buena', 'compañía']",mucha atención alumnos profesores aprendieramos buena compañía,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Neutro,0
